file,network_type,k,p,seed_ris,seed_greedy,seed_exact,spread_ris,spread_greedy,spread_exact,spread_ris_ic,spread_greedy_ic,spread_exact_ic
nodes100_p0.2_v7.csv,ER,4,0.01,"[70, 24, 31, 73]","[70, 73, 27, 24]","[24, 31, 41, 70]",0.0542,0.053479999999999986,0.0542,0.053206100000000006,0.0534971,0.0530395
nodes100_p0.3_v8.csv,ER,4,0.01,"[62, 20, 48, 39]","[53, 39, 21, 48]","[20, 39, 48, 62]",0.06239,0.06228,0.06239,0.0606384,0.0613188,0.0606384
nodes100_p0.7_v2.csv,ER,4,0.01,"[54, 63, 14, 28]","[50, 28, 91, 95]","[28, 31, 50, 91]",0.11675,0.11685,0.11709,0.1159859,0.1168695,0.1165466
nodes100_p0.8_v8.csv,ER,4,0.01,"[6, 96, 65, 74]","[96, 55, 61, 74]","[6, 65, 74, 96]",0.14484,0.14300000000000002,0.14484,0.1429748,0.1427338,0.1429748
nodes100_p0.3_v7.csv,ER,4,0.01,"[99, 39, 95, 62]","[39, 42, 9, 52]","[39, 62, 95, 99]",0.06132000000000001,0.06001,0.06132000000000001,0.059878,0.0610254,0.059878
nodes100_p0.4_v2.csv,ER,4,0.01,"[93, 4, 37, 92]","[72, 69, 86, 21]","[4, 37, 92, 93]",0.07034,0.06869,0.07034,0.067812,0.0701675,0.067812
nodes100_p0.5_v7.csv,ER,4,0.01,"[54, 43, 62, 47]","[54, 40, 67, 93]","[43, 47, 54, 62]",0.08384,0.08156000000000001,0.08384,0.0807347,0.082248,0.0807347
nodes100_p0.9_v10.csv,ER,4,0.01,"[43, 24, 85, 44]","[43, 36, 75, 85]","[24, 43, 44, 85]",0.18206,0.1793,0.18206,0.17890409999999998,0.177713,0.17890409999999998
nodes100_p0.5_v6.csv,ER,4,0.01,"[29, 32, 43, 20]","[85, 32, 40, 7]","[20, 29, 32, 43]",0.08057,0.07975,0.08057,0.0796395,0.0804841,0.0796395
nodes100_p0.9_v8.csv,ER,4,0.01,"[44, 34, 3, 75]","[34, 63, 44, 38]","[3, 34, 44, 75]",0.17697000000000002,0.17515999999999998,0.17697000000000002,0.1741209,0.1746124,0.1741209
nodes100_p0.4_v5.csv,ER,4,0.01,"[79, 73, 53, 96]","[79, 73, 53, 96]","[53, 73, 79, 96]",0.07082000000000001,0.07082000000000001,0.07082000000000001,0.0699361,0.0699361,0.0699361
nodes100_p0.9_v1.csv,ER,4,0.01,"[69, 61, 39, 79]","[44, 69, 23, 15]","[39, 61, 69, 79]",0.17919000000000002,0.17779,0.17919000000000002,0.1763889,0.17621610000000001,0.1763889
nodes100_p0.4_v7.csv,ER,4,0.01,"[6, 8, 2, 35]","[35, 16, 88, 93]","[2, 6, 8, 35]",0.07099,0.06992000000000001,0.07099,0.06961149999999999,0.070108,0.06961149999999999
nodes100_p0.1_v6.csv,ER,4,0.01,"[86, 1, 94, 7]","[22, 92, 91, 35]","[1, 7, 86, 94]",0.04814,0.04591,0.04814,0.0456004,0.046662100000000005,0.0456004
nodes100_p0.2_v8.csv,ER,4,0.01,"[32, 74, 96, 49]","[32, 14, 49, 74]","[32, 49, 74, 96]",0.05486,0.05419,0.05486,0.053463500000000004,0.053892699999999995,0.053463500000000004
nodes100_p0.2_v9.csv,ER,4,0.01,"[32, 82, 12, 11]","[32, 79, 68, 82]","[11, 12, 32, 82]",0.05426,0.05313,0.05426,0.0526352,0.0526888,0.0526352
nodes100_p0.1_v4.csv,ER,4,0.01,"[56, 35, 5, 96]","[74, 33, 31, 39]","[5, 35, 56, 96]",0.048760000000000005,0.04711,0.048760000000000005,0.0464747,0.047532,0.0464747
nodes100_p0.8_v5.csv,ER,4,0.01,"[16, 76, 68, 24]","[76, 6, 84, 16]","[16, 24, 68, 76]",0.14434,0.14257999999999998,0.14434,0.1414707,0.1433173,0.1414707
nodes100_p0.1_v7.csv,ER,4,0.01,"[32, 66, 82, 11]","[32, 63, 82, 76]","[11, 32, 66, 82]",0.04816,0.04769,0.04816,0.0462676,0.047689,0.0462676
nodes100_p0.7_v3.csv,ER,4,0.01,"[14, 67, 47, 75]","[1, 14, 24, 67]","[1, 14, 44, 67]",0.11932,0.11866,0.11934000000000003,0.1176698,0.1183389,0.1180444
nodes100_p0.6_v7.csv,ER,4,0.01,"[88, 70, 26, 92]","[88, 89, 12, 2]","[2, 12, 70, 99]",0.09686,0.09612,0.09739,0.0961391,0.09641450000000001,0.09501760000000001
nodes100_p0.4_v1.csv,ER,4,0.01,"[76, 30, 15, 94]","[76, 15, 59, 30]","[15, 30, 76, 94]",0.07092000000000001,0.07086,0.07092000000000001,0.07002939999999999,0.0701731,0.07002939999999999
nodes100_p0.7_v8.csv,ER,4,0.01,"[8, 31, 85, 38]","[8, 31, 19, 81]","[31, 45, 48, 96]",0.11606,0.115,0.11646,0.1135783,0.1150772,0.1137118
nodes100_p0.8_v9.csv,ER,4,0.01,"[75, 63, 20, 68]","[75, 63, 81, 65]","[20, 51, 68, 76]",0.1419,0.13973,0.1423,0.1405458,0.1413304,0.1392756
nodes100_p0.3_v5.csv,ER,4,0.01,"[5, 76, 72, 13]","[5, 76, 0, 72]","[5, 13, 72, 76]",0.06164,0.06052,0.06164,0.0603466,0.0603851,0.0603466
nodes100_p0.1_v3.csv,ER,4,0.01,"[46, 4, 2, 93]","[46, 4, 93, 53]","[2, 4, 46, 93]",0.04892,0.04845,0.04892,0.0472773,0.0476229,0.0472773
nodes100_p0.7_v9.csv,ER,4,0.01,"[76, 72, 41, 25]","[41, 76, 95, 89]","[25, 41, 72, 76]",0.11895,0.11603,0.11895,0.1163598,0.11698159999999999,0.1163598
nodes100_p0.5_v10.csv,ER,4,0.01,"[53, 9, 8, 35]","[53, 9, 93, 35]","[8, 9, 35, 53]",0.08246,0.08184,0.08246,0.0807704,0.0809264,0.0807704
nodes100_p0.2_v10.csv,ER,4,0.01,"[37, 71, 33, 6]","[71, 37, 33, 98]","[6, 33, 37, 71]",0.05644,0.05621,0.05644,0.0539556,0.05403260000000001,0.0539556
nodes100_p0.9_v6.csv,ER,4,0.01,"[49, 2, 15, 84]","[31, 49, 36, 2]","[2, 15, 49, 84]",0.1793,0.17753,0.1793,0.17647120000000002,0.177467,0.17647120000000002
nodes100_p0.4_v9.csv,ER,4,0.01,"[39, 21, 90, 23]","[17, 29, 23, 8]","[21, 23, 39, 90]",0.0706,0.06896000000000001,0.0706,0.06879640000000001,0.0692811,0.06879640000000001
nodes100_p0.6_v4.csv,ER,4,0.01,"[16, 11, 12, 31]","[16, 86, 31, 13]","[11, 16, 37, 45]",0.09592,0.09454,0.09595,0.0949126,0.09583130000000001,0.0939152
nodes100_p0.2_v5.csv,ER,4,0.01,"[18, 57, 84, 81]","[6, 23, 25, 18]","[18, 57, 81, 84]",0.054229999999999993,0.05284,0.054229999999999993,0.0523973,0.0535473,0.0523973
nodes100_p0.7_v7.csv,ER,4,0.01,"[2, 43, 31, 97]","[43, 2, 31, 97]","[2, 31, 43, 97]",0.11829,0.11829,0.11829,0.1154936,0.1154936,0.1154936
nodes100_p0.2_v2.csv,ER,4,0.01,"[20, 93, 47, 40]","[20, 93, 59, 17]","[20, 40, 47, 93]",0.0548,0.05355,0.0548,0.0526306,0.0539759,0.0526306
nodes100_p0.3_v3.csv,ER,4,0.01,"[22, 43, 42, 74]","[12, 71, 42, 11]","[22, 43, 74, 91]",0.0614,0.06017,0.06144,0.059889700000000004,0.0606482,0.059729000000000004
nodes100_p0.6_v10.csv,ER,4,0.01,"[95, 93, 49, 23]","[95, 23, 49, 32]","[23, 49, 93, 95]",0.0998,0.09807,0.0998,0.0978618,0.09824970000000001,0.0978618
nodes100_p0.3_v2.csv,ER,4,0.01,"[89, 62, 9, 24]","[4, 62, 52, 66]","[9, 24, 62, 89]",0.06317,0.061979999999999986,0.06317,0.0609041,0.0622749,0.0609041
nodes100_p0.9_v5.csv,ER,4,0.01,"[83, 86, 21, 9]","[9, 21, 29, 51]","[9, 21, 83, 86]",0.17807,0.17651,0.17807,0.1757079,0.1770137,0.1757079
nodes100_p0.6_v9.csv,ER,4,0.01,"[46, 80, 21, 89]","[21, 46, 80, 77]","[21, 46, 80, 89]",0.09738,0.097,0.09738,0.0976753,0.0978484,0.0976753
nodes100_p0.9_v4.csv,ER,4,0.01,"[90, 8, 98, 88]","[90, 71, 28, 26]","[8, 88, 90, 98]",0.17967,0.17770999999999998,0.17967,0.1759376,0.175938,0.1759376
nodes100_p0.7_v4.csv,ER,4,0.01,"[77, 40, 45, 73]","[12, 73, 37, 18]","[40, 45, 73, 77]",0.1164,0.11281,0.1164,0.1137868,0.1157681,0.1137868
nodes100_p0.1_v9.csv,ER,4,0.01,"[4, 8, 76, 34]","[8, 20, 58, 40]","[4, 8, 18, 76]",0.048060000000000005,0.04688,0.048060000000000005,0.0460208,0.0470546,0.0460973
nodes100_p0.8_v2.csv,ER,4,0.01,"[16, 15, 88, 43]","[16, 68, 15, 88]","[15, 16, 56, 68]",0.14192000000000002,0.14176,0.14193,0.1425988,0.1429582,0.1432291
nodes100_p0.8_v7.csv,ER,4,0.01,"[85, 80, 9, 10]","[24, 85, 58, 9]","[9, 10, 80, 85]",0.14508,0.14315,0.14508,0.1427921,0.1441629,0.1427921
nodes100_p0.8_v6.csv,ER,4,0.01,"[3, 99, 78, 82]","[2, 78, 31, 3]","[3, 78, 82, 99]",0.14415999999999998,0.14353,0.14415999999999998,0.1413973,0.1428549,0.1413973
nodes100_p0.5_v9.csv,ER,4,0.01,"[82, 5, 81, 20]","[11, 74, 4, 66]","[5, 81, 83, 90]",0.08192,0.08039,0.08213,0.0807189,0.0813563,0.0798428
nodes100_p0.3_v10.csv,ER,4,0.01,"[35, 2, 65, 37]","[35, 65, 97, 37]","[2, 35, 37, 65]",0.06118,0.0604,0.06118,0.059630999999999997,0.060536599999999996,0.059630999999999997
nodes100_p0.9_v2.csv,ER,4,0.01,"[11, 53, 94, 34]","[11, 24, 89, 53]","[11, 34, 53, 54]",0.17929,0.17801,0.17942,0.1775307,0.17684899999999998,0.1775944
nodes100_p0.4_v8.csv,ER,4,0.01,"[79, 60, 42, 55]","[64, 60, 42, 79]","[42, 55, 60, 79]",0.07151,0.07082000000000001,0.07151,0.07022300000000001,0.0707185,0.07022300000000001
nodes100_p0.6_v8.csv,ER,4,0.01,"[22, 13, 95, 88]","[90, 55, 13, 4]","[13, 52, 88, 95]",0.09723,0.09604,0.09745,0.0959373,0.0963132,0.0963439
nodes100_p0.6_v3.csv,ER,4,0.01,"[23, 82, 70, 53]","[23, 82, 16, 70]","[23, 53, 70, 82]",0.09699,0.09647,0.09699,0.0963527,0.09706519999999999,0.0963527
nodes100_p0.7_v5.csv,ER,4,0.01,"[49, 34, 79, 89]","[89, 49, 34, 81]","[34, 49, 79, 89]",0.12006,0.11905,0.12006,0.1176177,0.11709889999999999,0.1176177
nodes100_p0.1_v5.csv,ER,4,0.01,"[99, 30, 59, 23]","[99, 43, 84, 9]","[23, 30, 59, 99]",0.048760000000000005,0.04709,0.048760000000000005,0.0461093,0.04755,0.0461093
nodes100_p0.9_v3.csv,ER,4,0.01,"[82, 1, 97, 46]","[92, 34, 67, 82]","[46, 82, 84, 97]",0.1783,0.1765,0.17845999999999998,0.17478670000000002,0.17563310000000001,0.1739875
nodes100_p0.7_v6.csv,ER,4,0.01,"[92, 30, 85, 81]","[41, 20, 85, 57]","[30, 81, 85, 92]",0.11983,0.11848,0.11983,0.11602230000000001,0.1174723,0.11602230000000001
nodes100_p0.8_v4.csv,ER,4,0.01,"[67, 73, 97, 57]","[46, 75, 28, 17]","[57, 67, 73, 97]",0.14433,0.14268,0.14433,0.1399798,0.14114480000000001,0.1399798
nodes100_p0.4_v4.csv,ER,4,0.01,"[57, 62, 15, 32]","[57, 62, 73, 60]","[15, 32, 57, 62]",0.07275,0.07226,0.07275,0.0706104,0.07166800000000001,0.0706104
nodes100_p0.5_v1.csv,ER,4,0.01,"[84, 73, 20, 18]","[84, 73, 96, 23]","[18, 20, 73, 84]",0.08356,0.08292000000000001,0.08356,0.0824079,0.0828063,0.0824079
nodes100_p0.5_v9.csv,ER,4,0.1,"[11, 10, 31, 91]","[11, 10, 31, 91]","[10, 31, 33, 91]",0.99455,0.99455,0.99462,0.9942707,0.9942707,0.9943424000000001
nodes100_p0.4_v6.csv,ER,4,0.1,"[62, 87, 15, 49]","[62, 87, 44, 72]","[15, 44, 49, 87]",0.98391,0.98385,0.98411,0.9832681999999999,0.9833326,0.9835196
nodes100_p0.2_v6.csv,ER,4,0.1,"[72, 43, 47, 67]","[72, 43, 47, 56]","[0, 43, 47, 67]",0.82949,0.8286600000000001,0.83109,0.8277401999999999,0.8271913000000001,0.8288988
nodes100_p0.5_v8.csv,ER,4,0.1,"[81, 77, 21, 56]","[81, 56, 21, 63]","[21, 52, 56, 77]",0.9945,0.99442,0.99457,0.9945805,0.9945567,0.994568
nodes100_p0.3_v2.csv,ER,4,0.1,"[4, 33, 29, 10]","[4, 29, 33, 87]","[10, 29, 33, 93]",0.94983,0.94979,0.95057,0.9498855,0.9497874000000001,0.9503521
nodes100_p0.5_v6.csv,ER,4,0.1,"[7, 38, 92, 88]","[85, 38, 13, 21]","[23, 38, 88, 92]",0.99448,0.9943,0.99455,0.9937703999999999,0.9937853,0.9938388
nodes100_p0.4_v2.csv,ER,4,0.1,"[72, 6, 66, 14]","[72, 6, 14, 68]","[6, 14, 26, 66]",0.9832,0.9831,0.98332,0.9831340000000001,0.9831488,0.9833620000000001
nodes100_p0.3_v6.csv,ER,4,0.1,"[4, 28, 65, 46]","[4, 28, 65, 45]","[28, 32, 46, 65]",0.94647,0.94637,0.94699,0.9476699000000001,0.9477536999999999,0.9481318000000001
nodes100_p0.7_v9.csv,ER,4,0.1,"[72, 53, 81, 95]","[41, 33, 22, 56]","[53, 56, 81, 95]",0.99939,0.99935,0.99942,0.9992995,0.9993389,0.9992847
nodes100_p0.1_v10.csv,ER,4,0.1,"[72, 25, 71, 82]","[71, 42, 25, 96]","[21, 25, 37, 71]",0.30626,0.30636,0.3067,0.3049292,0.3050643,0.3055659
nodes100_p0.9_v5.csv,ER,4,0.1,"[11, 82, 18, 0]","[98, 68, 29, 10]","[0, 2, 14, 82]",0.99991,0.99988,0.99992,0.9999125,0.9999156,0.9999173
nodes100_p0.4_v5.csv,ER,4,0.1,"[79, 42, 28, 18]","[79, 40, 42, 8]","[18, 28, 42, 59]",0.98261,0.98241,0.98295,0.9820561999999999,0.9821303,0.9823089
nodes100_p0.1_v1.csv,ER,4,0.1,"[37, 26, 20, 40]","[37, 26, 20, 42]","[20, 26, 37, 40]",0.25088,0.24922,0.25088,0.2510578,0.2502829,0.2510578
nodes100_p0.6_v2.csv,ER,4,0.1,"[13, 57, 73, 25]","[27, 73, 3, 82]","[6, 25, 57, 73]",0.99827,0.99822,0.99832,0.9980652999999999,0.9980913,0.9980918
nodes100_p0.7_v6.csv,ER,4,0.1,"[57, 35, 44, 47]","[6, 84, 35, 43]","[22, 35, 44, 47]",0.99954,0.99946,0.99955,0.9993145,0.9993043,0.9992962
nodes100_p0.1_v3.csv,ER,4,0.1,"[46, 4, 20, 72]","[46, 4, 20, 85]","[4, 20, 46, 72]",0.29018,0.29016,0.29018,0.28945170000000003,0.2905505,0.28945170000000003
nodes100_p0.3_v9.csv,ER,4,0.1,"[72, 52, 86, 14]","[7, 52, 14, 22]","[3, 14, 46, 86]",0.94567,0.94517,0.94598,0.9463273999999999,0.9463541999999999,0.9466057000000001
nodes100_p0.3_v7.csv,ER,4,0.1,"[39, 62, 70, 81]","[39, 81, 70, 27]","[11, 62, 70, 81]",0.94522,0.94489,0.94648,0.9441067,0.9442973000000001,0.9452391
nodes100_p0.8_v10.csv,ER,4,0.1,"[95, 78, 15, 76]","[97, 96, 78, 61]","[6, 11, 15, 78]",0.99982,0.9998,0.99983,0.9997575000000001,0.9997392,0.9997416
nodes100_p0.5_v2.csv,ER,4,0.1,"[8, 41, 6, 44]","[8, 41, 6, 97]","[6, 35, 41, 44]",0.99377,0.99373,0.99385,0.9938236,0.9938897,0.9938361
nodes100_p0.7_v4.csv,ER,4,0.1,"[12, 21, 93, 9]","[26, 93, 22, 10]","[9, 21, 25, 93]",0.99928,0.99923,0.99932,0.9992310000000001,0.9992333999999999,0.9992297000000001
nodes100_p0.6_v4.csv,ER,4,0.1,"[16, 29, 27, 77]","[16, 35, 31, 62]","[27, 29, 77, 86]",0.99787,0.99775,0.99789,0.9978785000000001,0.9978824000000001,0.9979025
nodes100_p0.3_v3.csv,ER,4,0.1,"[12, 71, 47, 28]","[12, 28, 88, 47]","[28, 47, 65, 71]",0.95134,0.95117,0.95172,0.9515729,0.9516886999999999,0.951836
nodes100_p0.5_v3.csv,ER,4,0.1,"[19, 47, 50, 49]","[19, 47, 49, 50]","[18, 47, 49, 50]",0.99378,0.99378,0.99381,0.9934073999999999,0.9934073999999999,0.993461
nodes100_p0.8_v2.csv,ER,4,0.1,"[16, 81, 0, 55]","[88, 52, 6, 68]","[0, 55, 78, 81]",0.99981,0.99973,0.99983,0.9997399,0.9997387999999999,0.9997441
nodes100_p0.8_v6.csv,ER,4,0.1,"[3, 97, 10, 72]","[78, 98, 68, 46]","[10, 36, 72, 97]",0.99982,0.99975,0.99984,0.9997677,0.99976,0.999763
nodes100_p0.1_v7.csv,ER,4,0.1,"[32, 63, 6, 39]","[32, 63, 82, 6]","[6, 32, 39, 63]",0.29289,0.292,0.29289,0.29322739999999997,0.2924214,0.29322739999999997
nodes100_p0.3_v5.csv,ER,4,0.1,"[5, 96, 52, 13]","[5, 96, 13, 52]","[13, 52, 66, 96]",0.9448,0.9448,0.94579,0.9446062000000001,0.9446062000000001,0.9452708
nodes100_p0.9_v6.csv,ER,4,0.1,"[46, 34, 78, 21]","[97, 66, 34, 9]","[1, 21, 23, 34]",0.99997,0.99994,0.99997,0.9999102999999999,0.9999138000000001,0.9999161
nodes100_p0.6_v7.csv,ER,4,0.1,"[88, 15, 93, 84]","[89, 93, 92, 80]","[15, 84, 92, 93]",0.99806,0.99799,0.9981,0.9979699,0.9979746,0.9980247
nodes100_p0.6_v1.csv,ER,4,0.1,"[60, 77, 41, 50]","[1, 92, 36, 77]","[7, 41, 50, 77]",0.99818,0.99808,0.99821,0.9979693000000001,0.9979515999999999,0.9979957
nodes100_p0.7_v2.csv,ER,4,0.1,"[95, 62, 33, 70]","[50, 66, 14, 93]","[14, 33, 62, 70]",0.99927,0.99918,0.99928,0.9992524,0.9992624000000001,0.9992684
nodes100_p0.9_v2.csv,ER,4,0.1,"[15, 7, 22, 51]","[94, 72, 17, 21]","[7, 14, 17, 22]",0.99996,0.99993,0.99997,0.9999207,0.9999151000000001,0.9999154
nodes100_p0.5_v5.csv,ER,4,0.1,"[9, 34, 74, 23]","[9, 34, 39, 36]","[23, 34, 36, 69]",0.99468,0.99466,0.99481,0.9946877999999999,0.9947391,0.9947615999999999
nodes100_p0.5_v1.csv,ER,4,0.1,"[84, 66, 91, 93]","[84, 93, 51, 98]","[55, 66, 91, 93]",0.99436,0.99427,0.99444,0.9941789,0.9941483999999999,0.9943029
nodes100_p0.2_v7.csv,ER,4,0.1,"[70, 27, 17, 94]","[70, 27, 17, 35]","[17, 27, 94, 97]",0.82625,0.82585,0.8288,0.8255839,0.8254903,0.8275621
nodes100_p0.8_v7.csv,ER,4,0.1,"[39, 80, 76, 11]","[33, 43, 93, 21]","[0, 11, 76, 80]",0.99981,0.99977,0.99982,0.9997554,0.9997533,0.9997575000000001
nodes100_p0.2_v8.csv,ER,4,0.1,"[32, 49, 96, 8]","[32, 49, 96, 87]","[8, 49, 87, 96]",0.8274100000000001,0.8274,0.82762,0.826469,0.8268589,0.8270244999999999
nodes100_p0.9_v9.csv,ER,4,0.1,"[8, 54, 59, 7]","[18, 94, 37, 73]","[7, 8, 48, 54]",0.99991,0.99986,0.99991,0.9999117,0.9999096000000001,0.99991
nodes100_p0.9_v8.csv,ER,4,0.1,"[38, 91, 89, 47]","[97, 37, 35, 31]","[4, 26, 42, 47]",0.99996,0.99993,0.99997,0.9999113,0.9999165000000001,0.9999148
nodes100_p0.6_v8.csv,ER,4,0.1,"[13, 20, 4, 30]","[90, 20, 53, 33]","[4, 15, 20, 30]",0.9978,0.99769,0.99786,0.9980041,0.9980004,0.9979818
nodes100_p0.3_v4.csv,ER,4,0.1,"[52, 39, 19, 93]","[52, 39, 19, 93]","[19, 39, 57, 93]",0.95042,0.95042,0.95116,0.9508139,0.9508139,0.9518498
nodes100_p0.5_v7.csv,ER,4,0.1,"[54, 80, 92, 76]","[54, 50, 53, 92]","[43, 76, 80, 92]",0.99481,0.99473,0.99484,0.9942753999999999,0.9943936999999999,0.9943791000000001
nodes100_p0.1_v9.csv,ER,4,0.1,"[8, 20, 58, 40]","[8, 20, 40, 58]","[8, 20, 40, 58]",0.29203,0.29203,0.29203,0.2895503,0.2895503,0.2895503
nodes100_p0.2_v5.csv,ER,4,0.1,"[6, 25, 57, 27]","[6, 25, 57, 96]","[27, 57, 94, 96]",0.81692,0.81684,0.81828,0.8159466999999999,0.8159525,0.8169829
nodes100_p0.1_v5.csv,ER,4,0.1,"[99, 43, 9, 53]","[99, 43, 9, 53]","[9, 53, 59, 99]",0.32623,0.32623,0.32765,0.32588320000000004,0.32588320000000004,0.32604170000000005
